Order_Date,Country,City,Category,Sub_Category,Segment,Sales_Channel,Payment_Mode,Sales,Quantity,Discount,Profit
2023-01-20,India,Mumbai,Groceries,Phones,Home Office,Offline,Cash,1772.02,6,0.14,220.98
2021-07-09,UK,London,Groceries,Chairs,Corporate,Offline,Card,3791.29,1,0.25,1403.97
2022-01-29,Australia,Melbourne,Groceries,Cosmetics,Corporate,Online,UPI,1143.81,14,0.14,391.15
2023-10-05,Germany,Berlin,Electronics,Snacks,Home Office,Offline,Card,1981.34,2,0.03,754.9
2024-01-08,USA,Chicago,Electronics,Shirts,Corporate,Online,Net Banking,1879.57,8,0.14,261.51
2022-05-04,UK,Manchester,Electronics,Shirts,Corporate,Online,Net Banking,1729.3,2,0.01,-211.88
2024-05-17,UK,Birmingham,Groceries,Fitness,Home Office,Offline,UPI,862.16,11,0.26,-134.34
2023-01-09,France,Lyon,Furniture,Snacks,Consumer,Online,Cash,813.22,7,0.17,123.51
2023-07-15,India,Mumbai,Electronics,Chairs,Consumer,Offline,Net Banking,2489.19,8,0.3,400.68
2023-08-05,Australia,Perth,Clothing,Chairs,Corporate,Offline,UPI,4078.18,4,0.03,1295.77
2023-06-16,India,Mumbai,Clothing,Phones,Corporate,Offline,Net Banking,1622.8,11,0.11,294.11
2024-02-05,Canada,Toronto,Groceries,Phones,Home Office,Offline,UPI,2960.2,14,0.24,821.25
2021-03-18,UAE,Dubai,Beauty,Chairs,Home Office,Online,Cash,4613.36,8,0.14,-466.56
2022-10-06,India,Bangalore,Electronics,Phones,Corporate,Online,Cash,3462.65,13,0.22,-109.28
2021-02-14,Germany,Hamburg,Groceries,Fitness,Consumer,Offline,Net Banking,1310.56,4,0.24,151.47
2022-07-10,Germany,Munich,Groceries,Snacks,Corporate,Online,Card,4380.77,4,0.17,-158.57
2021-09-11,USA,New York,Furniture,Cosmetics,Home Office,Offline,Net Banking,4815.57,9,0.24,1245.79
2022-05-11,UAE,Abu Dhabi,Sports,Snacks,Consumer,Online,Cash,397.69,2,0.1,-59.96
2021-10-24,Australia,Melbourne,Electronics,Phones,Consumer,Online,Card,990.89,5,0.22,96.5
2024-06-25,France,Lyon,Beauty,Snacks,Consumer,Offline,Cash,2399.64,2,0.22,470.84
2023-08-29,USA,Chicago,Electronics,Fitness,Home Office,Online,Net Banking,1665.08,3,0.21,630.32
2021-10-09,Canada,Montreal,Electronics,Chairs,Corporate,Offline,UPI,4418.69,10,0.12,1107.51
2021-10-19,France,Lyon,Beauty,Chairs,Corporate,Offline,Net Banking,2933.85,9,0.25,688.69
2022-03-11,Australia,Sydney,Groceries,Phones,Consumer,Offline,Cash,3721.14,14,0.1,229.32
2022-09-26,USA,New York,Sports,Snacks,Corporate,Online,Card,188.36,8,0.14,59.1
2023-01-30,USA,Los Angeles,Sports,Shirts,Home Office,Online,Net Banking,3478.29,6,0.18,-201.27
2024-06-23,Australia,Melbourne,Clothing,Snacks,Home Office,Online,Card,850.42,10,0.04,255.03
2024-09-30,France,Paris,Beauty,Chairs,Consumer,Online,UPI,2104.89,14,0.05,542.17
2022-01-11,France,Paris,Clothing,Snacks,Consumer,Offline,UPI,2566.38,13,0.11,136.82
2023-05-13,UAE,Sharjah,Beauty,Shirts,Corporate,Offline,Card,843.48,12,0.15,57.79
2021-04-08,UAE,Sharjah,Clothing,Cosmetics,Consumer,Online,UPI,1370.82,3,0.25,-71.14
2024-06-21,Canada,Vancouver,Electronics,Cosmetics,Home Office,Online,Card,1683.53,3,0.08,-156.37
2022-02-04,Canada,Toronto,Electronics,Shirts,Consumer,Online,Cash,4241.49,10,0.2,-457.57
2021-04-21,India,Mumbai,Electronics,Snacks,Consumer,Online,Cash,4127.02,13,0.02,1110.69
2022-11-07,India,Delhi,Clothing,Snacks,Consumer,Online,Card,3502.11,9,0.19,-213.05
2023-08-21,UAE,Dubai,Groceries,Chairs,Consumer,Offline,UPI,3402.75,8,0.12,1041.45
2022-11-16,Canada,Toronto,Beauty,Phones,Corporate,Offline,Net Banking,105.94,7,0.11,18.81
2022-11-05,UK,Birmingham,Electronics,Fitness,Home Office,Online,UPI,2256.79,5,0.26,786.62
2022-06-09,Australia,Melbourne,Beauty,Chairs,Home Office,Online,Net Banking,4083.28,4,0.14,-226.32
2024-12-27,USA,Chicago,Furniture,Cosmetics,Corporate,Offline,Net Banking,3230.98,4,0.27,196.93
2023-04-07,UAE,Dubai,Furniture,Fitness,Consumer,Offline,Net Banking,4208.12,7,0.14,501.57
2023-10-20,Australia,Perth,Groceries,Fitness,Home Office,Online,UPI,4818.24,2,0.3,709.88
2024-04-25,Australia,Perth,Groceries,Snacks,Consumer,Online,Net Banking,4334.97,8,0.03,1710.17
2022-09-29,Australia,Sydney,Clothing,Snacks,Consumer,Online,Card,1460.17,3,0.11,-253.1
2024-11-11,France,Lyon,Clothing,Phones,Consumer,Online,Card,3768.79,6,0.2,730.49
2023-07-17,UAE,Dubai,Beauty,Phones,Home Office,Online,Net Banking,3471.27,3,0.11,1360.28
2024-08-10,Canada,Vancouver,Electronics,Cosmetics,Home Office,Offline,Net Banking,2992.32,1,0.24,685.23
2022-01-15,UK,London,Beauty,Shirts,Corporate,Online,Cash,3798.48,13,0.19,62.88
2024-06-01,Canada,Montreal,Electronics,Fitness,Corporate,Online,Net Banking,2744.36,11,0.05,-445.57
2024-08-08,UK,Birmingham,Beauty,Cosmetics,Consumer,Online,Card,4786.15,7,0.04,675.36
2024-05-11,India,Mumbai,Clothing,Snacks,Home Office,Offline,Card,247.89,4,0.07,99.01
2023-03-01,France,Lyon,Groceries,Chairs,Consumer,Online,Cash,851.97,8,0.16,155.88
2024-02-05,USA,Chicago,Furniture,Fitness,Consumer,Offline,UPI,389.58,13,0.04,-31.63
2022-09-19,USA,Los Angeles,Electronics,Snacks,Corporate,Online,UPI,1009.89,10,0.01,227.32
2021-08-21,France,Paris,Clothing,Chairs,Consumer,Offline,Card,1301.14,6,0.05,305.93
2021-05-17,France,Paris,Beauty,Phones,Consumer,Offline,Cash,2944.89,2,0.05,-380.11
2023-11-19,India,Mumbai,Furniture,Snacks,Home Office,Online,UPI,4190.44,1,0.29,1447.83
2024-01-25,India,Bangalore,Groceries,Fitness,Consumer,Online,Cash,4605.37,2,0.19,1229.87
2023-04-26,Australia,Perth,Clothing,Shirts,Home Office,Offline,UPI,323.55,10,0.04,20.25
2021-11-05,India,Bangalore,Sports,Cosmetics,Consumer,Online,Cash,3900.18,6,0.15,1289.45
2021-04-28,France,Paris,Clothing,Snacks,Corporate,Offline,Cash,2503.62,4,0.1,677.97
2024-07-19,Germany,Hamburg,Furniture,Snacks,Corporate,Online,UPI,807.14,13,0.29,-121.61
2023-03-23,Canada,Montreal,Furniture,Snacks,Consumer,Online,UPI,1435.06,14,0.04,419.58
2023-03-25,USA,Los Angeles,Clothing,Shirts,Home Office,Offline,Net Banking,2223.22,1,0.13,185.8
2021-05-17,France,Nice,Sports,Snacks,Home Office,Online,Card,1516.31,1,0.16,-90.17
2023-12-24,Germany,Munich,Sports,Phones,Home Office,Offline,Cash,4000.42,2,0.27,530.83
2024-08-31,Australia,Sydney,Electronics,Fitness,Corporate,Offline,Net Banking,1736.91,12,0.05,-110.51
2022-08-11,Germany,Munich,Sports,Cosmetics,Corporate,Online,Net Banking,3572.85,5,0.23,1380.99
2024-06-27,Canada,Toronto,Furniture,Fitness,Consumer,Offline,Card,3153.92,1,0.26,-239.68
2021-09-17,France,Paris,Clothing,Snacks,Consumer,Offline,Card,949.26,4,0.15,-105.52
2024-09-09,Germany,Munich,Groceries,Chairs,Corporate,Offline,Net Banking,4856.7,5,0.18,-778.46
2024-04-29,UK,Birmingham,Sports,Snacks,Corporate,Online,Card,3475.59,12,0.05,252.45
2022-07-08,Australia,Sydney,Sports,Fitness,Home Office,Offline,UPI,2486.51,14,0.17,-460.15
2024-08-10,UK,Manchester,Beauty,Shirts,Consumer,Online,Net Banking,3004.11,6,0.13,12.89
2023-05-21,Canada,Montreal,Groceries,Phones,Consumer,Offline,Card,1677.47,13,0.26,-292.03
2023-03-05,India,Delhi,Beauty,Chairs,Corporate,Offline,Card,3756.18,12,0.28,1256.5
2022-09-22,UAE,Sharjah,Groceries,Fitness,Home Office,Online,Cash,1922.53,6,0.23,319.58
2024-04-06,Canada,Toronto,Beauty,Snacks,Consumer,Online,Cash,3752.06,10,0.25,889.53
2021-01-20,UAE,Abu Dhabi,Electronics,Snacks,Consumer,Online,Card,4596.13,14,0.07,1678.78
2023-03-06,UAE,Abu Dhabi,Sports,Shirts,Home Office,Offline,Card,222.61,8,0.09,-1.51
2023-01-05,UAE,Dubai,Beauty,Chairs,Home Office,Offline,UPI,4966.48,13,0.08,-246.94
2021-12-30,Australia,Melbourne,Beauty,Chairs,Home Office,Online,Net Banking,3326.16,5,0.03,450.19
2023-04-29,USA,New York,Groceries,Snacks,Corporate,Offline,UPI,917.76,14,0.25,184.93
2024-10-30,UAE,Dubai,Electronics,Chairs,Home Office,Online,UPI,2794.6,8,0.2,-327.99
2022-07-02,France,Nice,Clothing,Cosmetics,Home Office,Offline,Cash,1753.39,12,0.04,-14.04
2022-12-12,France,Lyon,Clothing,Chairs,Home Office,Online,Card,4648.4,13,0.24,234.37
2023-06-04,France,Nice,Furniture,Shirts,Corporate,Offline,Card,1105.06,3,0.21,178.59
2023-02-01,UK,London,Sports,Phones,Consumer,Offline,Cash,2813.96,4,0.27,667.27
2024-08-17,UAE,Sharjah,Clothing,Chairs,Corporate,Online,Cash,2700.11,5,0.19,1011.94
2024-08-27,UAE,Dubai,Beauty,Cosmetics,Home Office,Online,UPI,2356.83,7,0.19,351.08
2021-01-23,France,Nice,Clothing,Snacks,Corporate,Offline,Net Banking,4484.58,11,0.24,-739.17
2022-05-02,India,Delhi,Sports,Fitness,Home Office,Online,UPI,4002.97,6,0.16,-239.78
2024-09-21,USA,Chicago,Sports,Shirts,Consumer,Online,Net Banking,1900.69,5,0.14,240.63
2023-06-14,UAE,Abu Dhabi,Clothing,Phones,Home Office,Online,Card,4487.54,5,0.03,-27.73
2022-03-02,Australia,Perth,Electronics,Snacks,Corporate,Online,UPI,2563.64,5,0.27,12.5
2022-07-04,Canada,Vancouver,Beauty,Shirts,Corporate,Online,UPI,4324.79,7,0.16,932.23
2021-01-10,Germany,Hamburg,Furniture,Phones,Corporate,Online,Net Banking,2971.51,12,0.07,535.63
2023-11-19,Australia,Perth,Furniture,Snacks,Home Office,Online,Card,942.64,13,0.2,-134.58
2024-07-08,Canada,Vancouver,Electronics,Fitness,Corporate,Online,Card,1119.36,1,0.22,-40.57
2023-10-14,France,Nice,Electronics,Shirts,Consumer,Offline,UPI,3138.41,3,0.02,-403.89
2022-05-11,UAE,Dubai,Beauty,Snacks,Home Office,Online,Card,4332.43,4,0.15,-641.97
2022-09-26,India,Delhi,Beauty,Shirts,Consumer,Online,Card,3921.76,6,0.06,-735.11
2021-11-28,USA,New York,Furniture,Cosmetics,Consumer,Offline,Cash,1638.19,7,0.29,49.27
2021-07-24,Australia,Sydney,Sports,Snacks,Corporate,Online,Card,3163.95,10,0.18,-12.87
2024-01-06,Australia,Sydney,Electronics,Fitness,Consumer,Online,Net Banking,2164.05,6,0.03,-104.7
2021-10-22,Australia,Melbourne,Groceries,Fitness,Consumer,Online,Cash,546.85,1,0.16,35.63
2024-06-12,UAE,Abu Dhabi,Furniture,Chairs,Consumer,Offline,Net Banking,2121.76,8,0.25,-103.7
2022-02-06,USA,Los Angeles,Beauty,Cosmetics,Consumer,Online,UPI,3744.49,11,0.11,238.31
2022-10-07,Germany,Berlin,Groceries,Cosmetics,Home Office,Online,Card,3366.26,8,0.28,930.14
2021-01-10,USA,New York,Sports,Fitness,Consumer,Offline,Card,1612.67,14,0.06,250.97
2023-08-03,Germany,Berlin,Sports,Fitness,Consumer,Offline,Card,1404.82,10,0.22,499.24
2021-05-20,India,Bangalore,Electronics,Chairs,Corporate,Online,Cash,2113.59,6,0.08,254.45
2023-12-09,India,Delhi,Furniture,Cosmetics,Consumer,Online,Card,4393.12,11,0.17,66.5
2023-06-29,Canada,Montreal,Furniture,Phones,Corporate,Online,UPI,742.27,13,0.24,-87.22
2022-12-19,Canada,Toronto,Electronics,Fitness,Consumer,Online,UPI,1637.93,12,0.27,-202.67
2024-11-09,USA,Chicago,Electronics,Fitness,Home Office,Offline,Net Banking,2304.48,1,0.03,-15.15
2024-06-25,France,Paris,Clothing,Cosmetics,Consumer,Online,Card,4058.93,8,0.28,528.95
2023-11-27,Canada,Vancouver,Clothing,Cosmetics,Consumer,Online,Cash,389.47,6,0.21,89.01
2021-03-02,UAE,Sharjah,Furniture,Fitness,Corporate,Online,Net Banking,228.48,12,0.27,14.34
2021-07-28,UK,Birmingham,Beauty,Snacks,Home Office,Offline,UPI,3473.72,8,0.29,188.33
2022-10-07,France,Nice,Groceries,Chairs,Home Office,Online,UPI,1362.53,1,0.26,333.33
2022-10-15,USA,New York,Beauty,Cosmetics,Corporate,Online,Card,524.26,12,0.1,149.91
2023-12-28,UAE,Abu Dhabi,Groceries,Chairs,Corporate,Offline,UPI,2262.63,9,0.18,241.87
2022-05-25,Canada,Toronto,Sports,Fitness,Corporate,Offline,Cash,3182.36,8,0.2,564.18
2024-12-30,Canada,Vancouver,Electronics,Shirts,Corporate,Online,Cash,4990.43,14,0.13,-260.84
2023-02-12,Germany,Munich,Beauty,Phones,Corporate,Offline,Net Banking,2077.58,11,0.01,104.9
2023-09-05,UK,London,Furniture,Chairs,Consumer,Online,UPI,2381.93,8,0.07,385.97
2023-09-29,UAE,Dubai,Beauty,Chairs,Corporate,Online,Cash,2654.72,10,0.23,-330.65
2021-10-27,Australia,Sydney,Groceries,Snacks,Home Office,Online,Net Banking,2304.95,11,0.06,348.58
2024-03-13,Australia,Perth,Furniture,Cosmetics,Corporate,Offline,UPI,738.3,10,0.26,-113.87
2022-08-21,India,Mumbai,Clothing,Fitness,Consumer,Offline,Cash,3744.11,3,0.18,-469.06
2024-10-29,USA,Los Angeles,Electronics,Fitness,Home Office,Online,Card,2575.09,13,0.25,-224.06
2024-04-04,Canada,Toronto,Groceries,Shirts,Home Office,Online,UPI,3626.62,12,0.22,-597.63
2023-10-12,UK,Manchester,Electronics,Cosmetics,Consumer,Offline,Net Banking,166.71,5,0.3,5.47
2024-12-27,Canada,Toronto,Sports,Cosmetics,Corporate,Offline,Net Banking,4560.27,4,0.01,-431.0
2022-06-07,Canada,Montreal,Furniture,Cosmetics,Home Office,Online,UPI,607.53,9,0.15,162.82
2023-11-16,UAE,Dubai,Sports,Shirts,Consumer,Offline,UPI,4944.01,12,0.21,1921.42
2023-08-05,USA,Chicago,Electronics,Fitness,Corporate,Offline,UPI,3922.24,8,0.23,490.72
2021-01-07,Australia,Sydney,Sports,Chairs,Home Office,Offline,Card,4444.0,5,0.1,1595.9
2021-09-23,India,Mumbai,Groceries,Fitness,Home Office,Online,UPI,2539.69,14,0.27,-486.06
2022-06-02,India,Delhi,Electronics,Cosmetics,Home Office,Offline,Cash,829.39,11,0.23,-132.47
2023-08-25,Germany,Hamburg,Beauty,Phones,Corporate,Online,Net Banking,2445.37,6,0.18,730.12
2022-01-09,Australia,Melbourne,Sports,Chairs,Corporate,Offline,Card,1001.67,13,0.08,-126.98
2021-12-11,France,Nice,Clothing,Fitness,Consumer,Offline,Cash,3683.67,10,0.24,403.04
2023-08-18,India,Bangalore,Clothing,Chairs,Home Office,Offline,Card,2912.49,12,0.06,-370.8
2024-08-01,France,Nice,Electronics,Snacks,Corporate,Offline,Cash,4172.08,2,0.1,1447.54
2021-06-02,UAE,Sharjah,Sports,Chairs,Consumer,Offline,Cash,4746.86,5,0.15,337.25
2021-02-11,India,Mumbai,Clothing,Shirts,Home Office,Online,Card,1229.87,5,0.07,-201.35
2022-07-22,USA,Chicago,Clothing,Cosmetics,Consumer,Online,Net Banking,2106.71,9,0.03,-104.95
2021-10-13,Canada,Montreal,Sports,Chairs,Consumer,Online,Net Banking,1864.09,6,0.19,478.18
2024-11-01,Australia,Sydney,Clothing,Cosmetics,Home Office,Offline,UPI,723.48,6,0.28,-56.39
2023-01-26,UK,Birmingham,Clothing,Shirts,Consumer,Offline,Card,3373.62,6,0.24,356.65
2021-02-19,India,Bangalore,Groceries,Shirts,Home Office,Offline,UPI,4446.97,11,0.08,759.87
2021-07-12,India,Mumbai,Groceries,Chairs,Consumer,Offline,Cash,4278.46,13,0.2,1203.08
2021-09-10,UAE,Sharjah,Clothing,Chairs,Home Office,Online,Net Banking,2283.37,13,0.06,600.82
2024-11-13,UK,London,Beauty,Cosmetics,Home Office,Offline,Card,3638.85,1,0.17,242.12
2023-03-10,Australia,Sydney,Sports,Fitness,Home Office,Online,Cash,4911.86,3,0.16,396.8
2023-07-29,India,Delhi,Beauty,Shirts,Consumer,Online,UPI,3604.83,5,0.05,988.1
2022-12-01,Canada,Montreal,Sports,Chairs,Consumer,Offline,UPI,249.25,5,0.12,25.74
2024-12-06,India,Delhi,Sports,Fitness,Home Office,Offline,Net Banking,678.82,11,0.04,176.23
2023-01-14,Germany,Munich,Sports,Shirts,Corporate,Online,Cash,4201.18,7,0.0,260.31
2024-12-30,USA,Los Angeles,Sports,Phones,Corporate,Online,UPI,4776.14,4,0.02,1145.93
2023-10-06,Australia,Sydney,Furniture,Shirts,Home Office,Offline,Cash,4815.55,1,0.14,319.53
2021-11-11,UAE,Abu Dhabi,Sports,Cosmetics,Home Office,Offline,Net Banking,2350.59,7,0.23,-319.31
2022-05-25,UK,Birmingham,Groceries,Fitness,Consumer,Offline,Cash,4690.41,2,0.04,-0.83
2023-10-31,Canada,Toronto,Sports,Snacks,Home Office,Online,Card,1149.78,13,0.04,381.21
2022-08-19,France,Paris,Furniture,Phones,Consumer,Online,Net Banking,1588.87,8,0.12,251.81
2023-07-22,India,Delhi,Groceries,Cosmetics,Corporate,Online,Net Banking,1560.98,5,0.15,429.64
2022-02-23,France,Paris,Sports,Fitness,Consumer,Offline,UPI,4194.89,12,0.02,1286.33
2022-04-26,France,Nice,Sports,Shirts,Consumer,Offline,UPI,4074.83,3,0.08,631.64
2022-03-30,UAE,Dubai,Groceries,Shirts,Consumer,Online,Net Banking,649.32,3,0.12,177.96
2022-09-24,India,Mumbai,Groceries,Phones,Home Office,Offline,Cash,930.71,4,0.26,186.61
2024-08-20,Germany,Hamburg,Beauty,Chairs,Corporate,Offline,Cash,4803.07,4,0.3,1150.62
2021-09-03,UAE,Abu Dhabi,Sports,Fitness,Corporate,Offline,Card,1804.85,13,0.27,161.73
2023-04-15,UAE,Sharjah,Furniture,Snacks,Corporate,Offline,Card,2240.55,4,0.1,-92.44
2023-06-22,India,Mumbai,Furniture,Cosmetics,Home Office,Offline,Card,2059.3,14,0.29,197.42
2024-07-06,USA,New York,Beauty,Fitness,Consumer,Offline,Net Banking,246.54,11,0.03,28.76
2021-12-10,UK,London,Electronics,Shirts,Corporate,Online,Card,854.38,14,0.18,57.68
2022-10-25,UAE,Abu Dhabi,Beauty,Chairs,Home Office,Online,UPI,3457.71,5,0.22,-609.07
2022-04-22,UAE,Abu Dhabi,Furniture,Snacks,Corporate,Offline,UPI,2528.93,9,0.26,563.06
2023-10-09,UK,Birmingham,Clothing,Chairs,Home Office,Offline,Card,4789.96,8,0.09,180.81
2024-09-01,USA,Chicago,Furniture,Fitness,Consumer,Online,Net Banking,3079.24,4,0.23,8.05
2022-02-19,India,Bangalore,Electronics,Snacks,Consumer,Online,Net Banking,4748.02,14,0.05,-656.24
2022-11-23,UK,Birmingham,Clothing,Cosmetics,Home Office,Offline,Cash,665.3,13,0.19,-25.38
2023-11-10,UAE,Dubai,Beauty,Phones,Consumer,Offline,Net Banking,1875.66,13,0.16,-146.43
2022-01-13,India,Mumbai,Beauty,Cosmetics,Corporate,Offline,UPI,880.92,8,0.18,-48.73
2024-09-27,Australia,Perth,Sports,Snacks,Home Office,Offline,Card,2176.9,13,0.05,-159.19
2023-04-10,India,Bangalore,Electronics,Chairs,Corporate,Offline,Cash,2128.21,14,0.04,-61.57
2021-05-15,France,Paris,Clothing,Fitness,Home Office,Offline,UPI,2066.16,12,0.17,-293.04
2021-01-18,India,Mumbai,Beauty,Phones,Home Office,Online,Card,4491.93,3,0.11,1121.11
2021-07-20,UAE,Sharjah,Furniture,Phones,Consumer,Offline,Card,1444.73,9,0.24,171.64
2021-10-18,Australia,Perth,Groceries,Snacks,Corporate,Online,Net Banking,3786.44,10,0.28,-290.2
2022-06-02,Canada,Toronto,Groceries,Phones,Home Office,Online,UPI,3681.82,13,0.03,437.93
2023-07-20,UAE,Sharjah,Beauty,Fitness,Consumer,Offline,Card,3340.12,10,0.1,-250.04
2022-01-08,India,Bangalore,Beauty,Fitness,Consumer,Online,UPI,3714.27,13,0.12,1361.85
2022-08-10,USA,Los Angeles,Furniture,Phones,Home Office,Online,UPI,3281.63,13,0.1,378.45
2024-09-25,India,Bangalore,Electronics,Snacks,Consumer,Offline,Net Banking,849.24,12,0.05,146.05
2023-03-28,France,Lyon,Furniture,Snacks,Home Office,Offline,UPI,1168.87,6,0.14,446.56
2023-07-15,Canada,Vancouver,Clothing,Chairs,Consumer,Offline,UPI,1217.5,10,0.07,-233.22
2024-06-27,Canada,Vancouver,Beauty,Shirts,Corporate,Online,UPI,1934.18,12,0.28,-362.76
2022-09-26,Germany,Berlin,Groceries,Shirts,Home Office,Online,Card,216.35,1,0.27,-32.4
2022-02-06,India,Bangalore,Sports,Chairs,Consumer,Offline,UPI,4361.71,11,0.19,1204.93
2023-06-30,Germany,Munich,Clothing,Phones,Corporate,Offline,UPI,4689.1,1,0.26,985.51
2021-02-14,India,Delhi,Sports,Shirts,Corporate,Online,Card,3713.39,5,0.29,980.1
2022-07-05,UAE,Sharjah,Groceries,Chairs,Home Office,Offline,UPI,4471.43,11,0.21,-146.65
2022-05-24,Germany,Berlin,Sports,Phones,Consumer,Offline,UPI,3170.87,7,0.02,873.54
2021-07-19,Australia,Sydney,Electronics,Shirts,Consumer,Online,Card,309.21,10,0.13,-5.55
2024-03-12,France,Nice,Sports,Shirts,Home Office,Offline,Cash,4834.63,9,0.01,572.07
2022-11-20,Germany,Berlin,Furniture,Snacks,Consumer,Online,Card,1271.49,1,0.02,24.63
2023-01-16,USA,Los Angeles,Furniture,Chairs,Corporate,Offline,Card,2881.67,11,0.06,85.36
2021-10-22,Canada,Toronto,Electronics,Shirts,Home Office,Offline,UPI,441.35,1,0.26,45.42
2023-07-15,Australia,Perth,Electronics,Chairs,Home Office,Online,UPI,4026.68,10,0.12,1190.4
2024-03-27,India,Mumbai,Electronics,Fitness,Home Office,Offline,Card,1088.3,10,0.12,322.53
2024-04-27,UK,London,Beauty,Fitness,Consumer,Online,Cash,560.14,13,0.04,-34.33
2023-04-06,UK,Manchester,Sports,Chairs,Consumer,Offline,Card,1193.04,11,0.05,402.05
2023-03-04,UK,Manchester,Electronics,Shirts,Home Office,Offline,UPI,3898.05,2,0.18,1298.47
2023-02-04,USA,Chicago,Groceries,Shirts,Corporate,Online,Net Banking,4137.84,9,0.1,1555.84
2021-03-19,India,Mumbai,Sports,Fitness,Consumer,Offline,Card,4606.68,14,0.13,-481.63
2023-01-17,USA,Chicago,Clothing,Fitness,Corporate,Offline,Net Banking,1847.97,6,0.29,-209.15
2022-07-22,Australia,Sydney,Electronics,Phones,Consumer,Offline,UPI,238.59,14,0.17,-13.44
2023-09-06,India,Bangalore,Clothing,Snacks,Consumer,Offline,Net Banking,2071.53,9,0.14,327.5
2023-06-28,Germany,Munich,Furniture,Phones,Home Office,Offline,Card,3795.82,5,0.06,-332.3
2024-06-27,India,Mumbai,Clothing,Chairs,Corporate,Offline,Card,2157.85,4,0.12,492.29
2023-05-18,Germany,Munich,Beauty,Cosmetics,Consumer,Offline,Cash,1388.22,7,0.25,39.56
2021-10-05,France,Nice,Electronics,Phones,Corporate,Online,UPI,793.43,14,0.14,-30.84
2021-05-13,Germany,Munich,Electronics,Fitness,Home Office,Offline,Net Banking,3595.7,4,0.3,-530.71
2024-02-28,France,Lyon,Groceries,Chairs,Consumer,Offline,Card,2145.36,6,0.15,-216.28
2021-05-19,Canada,Toronto,Beauty,Cosmetics,Consumer,Offline,Cash,4368.39,10,0.23,1428.38
2021-05-08,India,Bangalore,Furniture,Shirts,Corporate,Offline,UPI,4793.03,14,0.05,276.77
2024-03-15,UAE,Abu Dhabi,Beauty,Phones,Corporate,Offline,Net Banking,2605.12,3,0.09,-112.22
2023-02-17,Canada,Vancouver,Beauty,Chairs,Home Office,Online,Net Banking,2573.84,2,0.13,674.79
2021-01-29,France,Lyon,Electronics,Snacks,Home Office,Offline,Card,1622.07,10,0.06,386.74
2024-06-09,Australia,Perth,Beauty,Fitness,Consumer,Offline,UPI,4740.01,9,0.14,-632.8
2023-12-05,USA,Chicago,Clothing,Shirts,Home Office,Offline,Cash,1549.57,5,0.08,156.04
2021-08-05,India,Mumbai,Sports,Shirts,Corporate,Offline,UPI,2123.37,9,0.27,821.31
2023-09-12,Canada,Vancouver,Sports,Cosmetics,Consumer,Offline,Cash,2276.59,5,0.22,813.56
2024-09-18,UAE,Dubai,Electronics,Phones,Home Office,Offline,UPI,3891.41,3,0.08,1115.49
2022-11-12,India,Bangalore,Beauty,Shirts,Corporate,Offline,Cash,2503.91,2,0.04,782.65
2024-01-06,UK,Manchester,Groceries,Snacks,Consumer,Offline,Cash,946.73,4,0.17,-133.16
2022-12-24,USA,New York,Beauty,Shirts,Corporate,Online,Card,3364.56,13,0.19,-657.85
2022-02-15,Australia,Perth,Clothing,Snacks,Consumer,Online,Cash,2446.84,1,0.07,641.0
2024-07-12,UAE,Sharjah,Groceries,Fitness,Corporate,Online,Net Banking,3963.42,11,0.15,78.49
2023-09-14,Canada,Toronto,Electronics,Chairs,Home Office,Online,Card,806.56,13,0.21,-29.48
2021-01-15,Australia,Perth,Groceries,Chairs,Consumer,Offline,UPI,4812.31,2,0.26,1393.43
2021-07-31,Australia,Perth,Sports,Snacks,Consumer,Offline,Card,3515.33,6,0.27,-444.3
2023-06-02,UAE,Dubai,Clothing,Cosmetics,Consumer,Online,Card,2324.05,9,0.27,-182.89
2024-05-12,UAE,Abu Dhabi,Sports,Phones,Corporate,Offline,Card,4024.59,13,0.08,-342.89
2022-10-14,UK,Manchester,Furniture,Phones,Home Office,Offline,Card,299.46,12,0.25,17.03
2022-08-13,UK,Birmingham,Clothing,Chairs,Home Office,Offline,UPI,314.03,10,0.02,-20.38
2022-04-08,Germany,Munich,Groceries,Fitness,Consumer,Online,Cash,4635.07,5,0.2,484.93
2021-12-21,India,Bangalore,Groceries,Phones,Home Office,Offline,UPI,357.95,14,0.18,60.38
2023-08-05,India,Bangalore,Sports,Fitness,Consumer,Offline,Net Banking,3148.8,6,0.26,213.43
2024-08-01,India,Mumbai,Electronics,Snacks,Consumer,Online,Card,1338.05,9,0.1,318.57
2022-06-09,Germany,Berlin,Clothing,Fitness,Home Office,Online,Card,984.17,8,0.09,-131.68
2024-09-28,Australia,Perth,Electronics,Chairs,Consumer,Offline,Net Banking,679.65,10,0.08,-76.77
2022-11-12,India,Mumbai,Clothing,Cosmetics,Corporate,Offline,Card,3442.86,11,0.13,968.93
2023-11-03,UK,Birmingham,Groceries,Chairs,Home Office,Offline,UPI,1715.27,2,0.11,566.87
2022-01-22,Australia,Sydney,Sports,Shirts,Home Office,Online,UPI,248.4,1,0.19,38.29
2023-01-06,USA,Chicago,Electronics,Chairs,Corporate,Online,Cash,3279.01,8,0.2,302.19
2024-03-19,Germany,Berlin,Sports,Shirts,Home Office,Offline,UPI,1023.75,7,0.1,208.81
2021-02-20,India,Mumbai,Furniture,Cosmetics,Home Office,Offline,Net Banking,1272.41,12,0.29,234.69
